Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page
4853,MP,SHAHDOL,460,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,107
4854,MP,SHAHDOL,460,SESAMUM,,July I W - IV W,Oct II W -IV W,4.0,7.0,,,11.0,10.0,,,107
4855,MP,SHAHDOL,460,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W,25.0,7.0,4.0,8.0,11.0,10.0,,,107
4856,MP,SHAHDOL,460,WHEAT,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,107
4857,MP,SHAHDOL,460,BARLEY,,-,-,,,,,,,,,107
4858,MP,SHAHDOL,460,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,108
4859,MP,SHAHDOL,460,PEAS,,Oct II W -Nov II W,Feb II W -IV W,11.0,10.0,11.0,11.0,11.0,2.0,,,108
4860,MP,SHAHDOL,460,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W,11.0,10.0,11.0,11.0,25.0,1.0,11.0,2.0,108
4861,MP,SHAHDOL,460,TEORA,,-,-,,,,,,,,,108
4862,MP,SHAHDOL,460,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W,4.0,10.0,3.0,,25.0,1.0,11.0,2.0,108
4863,MP,SHAHDOL,460,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W,11.0,10.0,,,11.0,2.0,25.0,2.0,108
4864,MP,SHAHDOL,460,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W,18.0,9.0,4.0,10.0,11.0,2.0,25.0,2.0,108
4865,MP,SHAHDOL,460,SUGARCANE,,-,-,,,,,,,,,108
4866,MP,SHAHDOL,460,COTTON,,-,-,,,,,,,,,108
4867,MP,UMARIA,431,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,108
4868,MP,UMARIA,431,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,108
4869,MP,UMARIA,431,BAJRA,,-,-,,,,,,,,,108
4870,MP,UMARIA,431,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,108
4871,MP,UMARIA,431,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W,25.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,108
4872,MP,UMARIA,431,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,108
4873,MP,UMARIA,431,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,108
4874,MP,UMARIA,431,MOONG,,-,-,,,,,,,,,108
4875,MP,UMARIA,431,GROUNDNUT,,-,-,,,,,,,,,108
4876,MP,UMARIA,431,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,108
4877,MP,UMARIA,431,SESAMUM,,July I W - IV W,Oct II W -IV W,4.0,7.0,,,11.0,10.0,,,108
4878,MP,UMARIA,431,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W,25.0,7.0,4.0,8.0,11.0,10.0,,,108
4879,MP,UMARIA,431,WHEAT,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,108
4880,MP,UMARIA,431,BARLEY,,-,-,,,,,,,,,108
4881,MP,UMARIA,431,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,108
4882,MP,UMARIA,431,PEAS,,Oct II W -Nov II W,Feb II W -IV W,11.0,10.0,11.0,11.0,11.0,2.0,,,108
4883,MP,UMARIA,431,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W,11.0,10.0,11.0,11.0,25.0,1.0,11.0,2.0,108
4884,MP,UMARIA,431,TEORA,,Oct I W -III W,Jan IV W -Feb II W,4.0,10.0,3.0,,25.0,1.0,11.0,2.0,108
4885,MP,UMARIA,431,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W,4.0,10.0,3.0,,25.0,1.0,11.0,2.0,108
4886,MP,UMARIA,431,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W,11.0,10.0,,,11.0,2.0,25.0,2.0,108
4887,MP,UMARIA,431,SAFFLOWER,,-,-,,,,,,,,,108
4888,MP,UMARIA,431,SUGARCANE,,-,-,,,,,,,,,108
4889,MP,UMARIA,431,COTTON,,-,-,,,,,,,,,108
4890,MP,ANUPPUR,461,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,108
4891,MP,ANUPPUR,461,JOWAR,,-,-,,,,,,,,,108
4892,MP,ANUPPUR,461,BAJRA,,-,-,,,,,,,,,108
4893,MP,ANUPPUR,461,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,108
4894,MP,ANUPPUR,461,KODOKUTKI,,June IV W -July I W,Sept. IV W -Oct I W,25.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,108
4895,MP,ANUPPUR,461,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,108
4896,MP,ANUPPUR,461,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,108
4897,MP,ANUPPUR,461,MOONG,,-,-,,,,,,,,,108
4898,MP,ANUPPUR,461,GROUNDNUT,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,108
4899,MP,ANUPPUR,461,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,108
4900,MP,ANUPPUR,461,SESAMUM,,July I W - IV W,Oct II W -IV W,4.0,7.0,,,11.0,10.0,,,108
4901,MP,ANUPPUR,461,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W,25.0,7.0,4.0,8.0,11.0,10.0,,,108
4902,MP,ANUPPUR,461,WHEAT,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,108
4903,MP,ANUPPUR,461,BARLEY,,-,-,,,,,,,,,108
4904,MP,ANUPPUR,461,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,108
4905,MP,ANUPPUR,461,PEAS,,Oct II W -Nov II W,Feb II W -IV W,11.0,10.0,11.0,11.0,11.0,2.0,,,108
4906,MP,ANUPPUR,461,LENTIL,,Oct II W -Nov II W,Jan IV W -Feb II W,11.0,10.0,11.0,11.0,25.0,1.0,11.0,2.0,108
4907,MP,ANUPPUR,461,TEORA,,-,-,,,,,,,,,109
4908,MP,ANUPPUR,461,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W,4.0,10.0,3.0,,25.0,1.0,11.0,2.0,109
4909,MP,ANUPPUR,461,LINSEED,,Oct II W -IVW,Feb II W -Feb IV W,11.0,10.0,,,11.0,2.0,25.0,2.0,109
4910,MP,ANUPPUR,461,SAFFLOWER,,Sept III W -Oct IW,Feb II W -Feb IV W,18.0,9.0,4.0,10.0,11.0,2.0,25.0,2.0,109
4911,MP,ANUPPUR,461,SUGARCANE,,-,-,,,,,,,,,109
4912,MP,ANUPPUR,461,COTTON,,-,-,,,,,,,,,109
4913,MP,INDORE,439,PADDY,,-,-,,,,,,,,,109
4914,MP,INDORE,439,JOWAR,,-,-,,,,,,,,,109
4915,MP,INDORE,439,BAJRA,,-,-,,,,,,,,,109
4916,MP,INDORE,439,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,109
4917,MP,INDORE,439,KODOKUTKI,,-,-,,,,,,,,,109
4918,MP,INDORE,439,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,109
4919,MP,INDORE,439,URAD,,-,-,,,,,,,,,109
4920,MP,INDORE,439,MOONG,,-,-,,,,,,,,,109
4921,MP,INDORE,439,GROUNDNUT,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,109
4922,MP,INDORE,439,SOYABEAN,,-,-,,,,,,,,,109
4923,MP,INDORE,439,SESAMUM,,-,-,,,,,,,,,109
4924,MP,INDORE,439,NIGER SEED,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,109
4925,MP,INDORE,439,WHEAT,,-,-,,,,,,,,,109
4926,MP,INDORE,439,BARLEY,,-,-,,,,,,,,,109
4927,MP,INDORE,439,GRAM,,-,-,,,,,,,,,109
4928,MP,INDORE,439,PEAS,,-,-,,,,,,,,,109
4929,MP,INDORE,439,LENTIL,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,109
4930,MP,INDORE,439,TEORA,,Oct II W -Nov II W,Feb II W -IV W,11.0,10.0,11.0,11.0,11.0,2.0,,,109
4931,MP,INDORE,439,R- SEED MUSTARD,,-,-,,,,,,,,,109
4932,MP,INDORE,439,LINSEED,,-,-,,,,,,,,,109
4933,MP,INDORE,439,SAFFLOWER,,-,-,,,,,,,,,109
4934,MP,INDORE,439,SUGARCANE,,-,-,,,,,,,,,109
4935,MP,INDORE,439,COTTON,,-,-,,,,,,,,,109
4936,MP,DHAR,438,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,109
4937,MP,DHAR,438,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,109
4938,MP,DHAR,438,BAJRA,,June III W -July I W,Sept IV W -Oct I W,18.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,109
4939,MP,DHAR,438,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,109
4940,MP,DHAR,438,KODOKUTKI,,-,-,,,,,,,,,109
4941,MP,DHAR,438,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,109
4942,MP,DHAR,438,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,109
4943,MP,DHAR,438,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,109
4944,MP,DHAR,438,GROUNDNUT,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,109
4945,MP,DHAR,438,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,109
4946,MP,DHAR,438,SESAMUM,,-,-,,,,,,,,,109
4947,MP,DHAR,438,NIGER SEED,,-,-,,,,,,,,,109
4948,MP,DHAR,438,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,109
4949,MP,DHAR,438,BARLEY,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,109
4950,MP,DHAR,438,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,109
4951,MP,DHAR,438,PEAS,,Oct II W -Nov II W,Feb II W -IV W,11.0,10.0,11.0,11.0,11.0,2.0,,,109
4952,MP,DHAR,438,LENTIL,,-,-,,,,,,,,,109
4953,MP,DHAR,438,TEORA,,-,-,,,,,,,,,109
4954,MP,DHAR,438,R- SEED MUSTARD,,Oct I W -III W,Jan IV W -Feb II W,4.0,10.0,3.0,,25.0,1.0,11.0,2.0,109
4955,MP,DHAR,438,LINSEED,,-,-,,,,,,,,,109
4956,MP,DHAR,438,SAFFLOWER,,-,-,,,,,,,,,110
4957,MP,DHAR,438,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4.0,10.0,25.0,3.0,4.0,10.0,25.0,3.0,110
4958,MP,DHAR,438,COTTON,,-,-,,,,,,,,,110
4959,MP,JHABUA,464,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,110
4960,MP,JHABUA,464,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,110
4961,MP,JHABUA,464,BAJRA,,June III W -July I W,Sept IV W -Oct I W,18.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,110
4962,MP,JHABUA,464,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,110
4963,MP,JHABUA,464,KODOKUTKI,,-,-,,,,,,,,,110
4964,MP,JHABUA,464,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,110
4965,MP,JHABUA,464,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,110
4966,MP,JHABUA,464,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,110
4967,MP,JHABUA,464,GROUNDNUT,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,110
4968,MP,JHABUA,464,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,110
4969,MP,JHABUA,464,SESAMUM,,-,-,,,,,,,,,110
4970,MP,JHABUA,464,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W,25.0,7.0,4.0,8.0,11.0,10.0,,,110
4971,MP,JHABUA,464,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,110
4972,MP,JHABUA,464,BARLEY,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,110
4973,MP,JHABUA,464,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,110
4974,MP,JHABUA,464,PEAS,,-,-,,,,,,,,,110
4975,MP,JHABUA,464,LENTIL,,-,-,,,,,,,,,110
4976,MP,JHABUA,464,TEORA,,-,-,,,,,,,,,110
4977,MP,JHABUA,464,R- SEED MUSTARD,,-,-,,,,,,,,,110
4978,MP,JHABUA,464,LINSEED,,-,-,,,,,,,,,110
4979,MP,JHABUA,464,SAFFLOWER,,-,-,,,,,,,,,110
4980,MP,JHABUA,464,SUGARCANE,,-,-,,,,,,,,,110
4981,MP,JHABUA,464,COTTON,,June II W -July IW,Nov II W -Dec II W,11.0,6.0,4.0,7.0,11.0,11.0,11.0,12.0,110
4982,MP,ALIRAJPUR,465,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,110
4983,MP,ALIRAJPUR,465,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,110
4984,MP,ALIRAJPUR,465,BAJRA,,June III W -July I W,Sept IV W -Oct I W,18.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,110
4985,MP,ALIRAJPUR,465,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,110
4986,MP,ALIRAJPUR,465,KODOKUTKI,,-,-,,,,,,,,,110
4987,MP,ALIRAJPUR,465,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,110
4988,MP,ALIRAJPUR,465,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,110
4989,MP,ALIRAJPUR,465,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,110
4990,MP,ALIRAJPUR,465,GROUNDNUT,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,110
4991,MP,ALIRAJPUR,465,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,110
4992,MP,ALIRAJPUR,465,SESAMUM,,July I W - IV W,Oct II W -IV W,4.0,7.0,,,11.0,10.0,,,110
4993,MP,ALIRAJPUR,465,NIGER SEED,,-,-,,,,,,,,,110
4994,MP,ALIRAJPUR,465,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,110
4995,MP,ALIRAJPUR,465,BARLEY,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,110
4996,MP,ALIRAJPUR,465,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,110
4997,MP,ALIRAJPUR,465,PEAS,,-,-,,,,,,,,,110
4998,MP,ALIRAJPUR,465,LENTIL,,-,-,,,,,,,,,110
4999,MP,ALIRAJPUR,465,TEORA,,-,-,,,,,,,,,110
5000,MP,ALIRAJPUR,465,R- SEED MUSTARD,,-,-,,,,,,,,,110
5001,MP,ALIRAJPUR,465,LINSEED,,-,-,,,,,,,,,110
5002,MP,ALIRAJPUR,465,SAFFLOWER,,-,-,,,,,,,,,110
5003,MP,ALIRAJPUR,465,SUGARCANE,,-,-,,,,,,,,,110
5004,MP,ALIRAJPUR,465,COTTON,,June II W -July IW,Nov II W -Dec II W,11.0,6.0,4.0,7.0,11.0,11.0,11.0,12.0,110
5005,MP,KHARGONE,440,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,111
5006,MP,KHARGONE,440,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,111
5007,MP,KHARGONE,440,BAJRA,,June III W -July I W,Sept IV W -Oct I W,18.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,111
5008,MP,KHARGONE,440,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,111
5009,MP,KHARGONE,440,KODOKUTKI,,-,-,,,,,,,,,111
5010,MP,KHARGONE,440,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,111
5011,MP,KHARGONE,440,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,111
5012,MP,KHARGONE,440,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,111
5013,MP,KHARGONE,440,GROUNDNUT,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,111
5014,MP,KHARGONE,440,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,111
5015,MP,KHARGONE,440,SESAMUM,,July I W - IV W,Oct II W -IV W,4.0,7.0,,,11.0,10.0,,,111
5016,MP,KHARGONE,440,NIGER SEED,,July IV W - Aug I W,Oct II W -IV W,25.0,7.0,4.0,8.0,11.0,10.0,,,111
5017,MP,KHARGONE,440,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,111
5018,MP,KHARGONE,440,BARLEY,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,111
5019,MP,KHARGONE,440,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,111
5020,MP,KHARGONE,440,PEAS,,-,-,,,,,,,,,111
5021,MP,KHARGONE,440,LENTIL,,-,-,,,,,,,,,111
5022,MP,KHARGONE,440,TEORA,,Oct I W -III W,Jan IV W -Feb II W,4.0,10.0,3.0,,25.0,1.0,11.0,2.0,111
5023,MP,KHARGONE,440,R- SEED MUSTARD,,-,-,,,,,,,,,111
5024,MP,KHARGONE,440,LINSEED,,-,-,,,,,,,,,111
5025,MP,KHARGONE,440,SAFFLOWER,,-,-,,,,,,,,,111
5026,MP,KHARGONE,440,SUGARCANE,,Oct I W -March IV W,Oct I W -March IV W,4.0,10.0,25.0,3.0,4.0,10.0,25.0,3.0,111
5027,MP,KHARGONE,440,COTTON,,June II W -July IW,Nov II W -Dec II W,11.0,6.0,4.0,7.0,11.0,11.0,11.0,12.0,111
5028,MP,BARWANI,441,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,111
5029,MP,BARWANI,441,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,111
5030,MP,BARWANI,441,BAJRA,,June III W -July I W,Sept IV W -Oct I W,18.0,6.0,4.0,7.0,25.0,9.0,4.0,10.0,111
5031,MP,BARWANI,441,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,111
5032,MP,BARWANI,441,KODOKUTKI,,-,-,,,,,,,,,111
5033,MP,BARWANI,441,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,111
5034,MP,BARWANI,441,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,111
5035,MP,BARWANI,441,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,111
5036,MP,BARWANI,441,GROUNDNUT,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,111
5037,MP,BARWANI,441,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,111
5038,MP,BARWANI,441,SESAMUM,,-,-,,,,,,,,,111
5039,MP,BARWANI,441,NIGER SEED,,-,-,,,,,,,,,111
5040,MP,BARWANI,441,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,111
5041,MP,BARWANI,441,BARLEY,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,111
5042,MP,BARWANI,441,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,111
5043,MP,BARWANI,441,PEAS,,-,-,,,,,,,,,111
5044,MP,BARWANI,441,LENTIL,,-,-,,,,,,,,,111
5045,MP,BARWANI,441,TEORA,,-,-,,,,,,,,,111
5046,MP,BARWANI,441,R- SEED MUSTARD,,-,-,,,,,,,,,111
5047,MP,BARWANI,441,LINSEED,,-,-,,,,,,,,,111
5048,MP,BARWANI,441,SAFFLOWER,,-,-,,,,,,,,,111
5049,MP,BARWANI,441,SUGARCANE,,-,-,,,,,,,,,111
5050,MP,BARWANI,441,COTTON,,June II W -July IW,Nov II W -Dec II W,11.0,6.0,4.0,7.0,11.0,11.0,11.0,12.0,111
5051,MP,KHANDWA,466,PADDY,,July I W -IV W,Nov II W -III W,4.0,7.0,,,11.0,11.0,3.0,,111
5052,MP,KHANDWA,466,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,111
5053,MP,KHANDWA,466,BAJRA,,-,-,,,,,,,,,111
5054,MP,KHANDWA,466,MAIZE,,-,-,,,,,,,,,112
5055,MP,KHANDWA,466,KODOKUTKI,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,112
5056,MP,KHANDWA,466,TUR,,-,-,,,,,,,,,112
5057,MP,KHANDWA,466,URAD,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,112
5058,MP,KHANDWA,466,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,112
5059,MP,KHANDWA,466,GROUNDNUT,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,112
5060,MP,KHANDWA,466,SOYABEAN,,June IV W -July I W,Oct II W -III W,25.0,6.0,4.0,7.0,11.0,10.0,3.0,,112
5061,MP,KHANDWA,466,SESAMUM,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,112
5062,MP,KHANDWA,466,NIGER SEED,,July I W - IV W,Oct II W -IV W,4.0,7.0,,,11.0,10.0,,,112
5063,MP,KHANDWA,466,WHEAT,,-,-,,,,,,,,,112
5064,MP,KHANDWA,466,BARLEY,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,112
5065,MP,KHANDWA,466,GRAM,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,112
5066,MP,KHANDWA,466,PEAS,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,112
5067,MP,KHANDWA,466,LENTIL,,-,-,,,,,,,,,112
5068,MP,KHANDWA,466,TEORA,,-,-,,,,,,,,,112
5069,MP,KHANDWA,466,R- SEED MUSTARD,,-,-,,,,,,,,,112
5070,MP,KHANDWA,466,LINSEED,,-,-,,,,,,,,,112
5071,MP,KHANDWA,466,SAFFLOWER,,-,-,,,,,,,,,112
5072,MP,KHANDWA,466,SUGARCANE,,-,-,,,,,,,,,112
5073,MP,KHANDWA,466,COTTON,,June II W -July IW,Nov II W -Dec II W,11.0,6.0,4.0,7.0,11.0,11.0,11.0,12.0,112
5074,MP,BURHANPUR,467,PADDY,,-,-,,,,,,,,,112
5075,MP,BURHANPUR,467,JOWAR,,June III W -July I W,Oct I W -III W,18.0,6.0,4.0,7.0,4.0,10.0,3.0,,112
5076,MP,BURHANPUR,467,BAJRA,,-,-,,,,,,,,,112
5077,MP,BURHANPUR,467,MAIZE,,June III W -July II W,Oct I W - III W,18.0,6.0,11.0,7.0,4.0,10.0,3.0,,112
5078,MP,BURHANPUR,467,KODOKUTKI,,-,-,,,,,,,,,112
5079,MP,BURHANPUR,467,TUR,,June IV W -July II W,Dec IV W -Jan III W,25.0,6.0,11.0,7.0,25.0,12.0,18.0,1.0,112
5080,MP,BURHANPUR,467,URAD,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,112
5081,MP,BURHANPUR,467,MOONG,,June IV W -July II W,Sept II W -Oct I W,25.0,6.0,11.0,7.0,11.0,9.0,4.0,10.0,112
5082,MP,BURHANPUR,467,GROUNDNUT,,-,-,,,,,,,,,112
5083,MP,BURHANPUR,467,SOYABEAN,,June IV W -July II W,Oct I W -II W,25.0,6.0,11.0,7.0,4.0,10.0,2.0,,112
5084,MP,BURHANPUR,467,SESAMUM,,-,-,,,,,,,,,112
5085,MP,BURHANPUR,467,NIGER SEED,,-,-,,,,,,,,,112
5086,MP,BURHANPUR,467,WHEAT,,Oct IV W - Nov II W,Feb IV W -Mar II W,25.0,10.0,11.0,11.0,25.0,2.0,11.0,3.0,112
5087,MP,BURHANPUR,467,BARLEY,,Nov II W - VI W,March II W -IV W,11.0,11.0,,,11.0,3.0,,,112
5088,MP,BURHANPUR,467,GRAM,,Nov I W -Nov III W,March II W -III W,4.0,11.0,18.0,11.0,11.0,3.0,3.0,,112
5089,MP,BURHANPUR,467,PEAS,,-,-,,,,,,,,,112
5090,MP,BURHANPUR,467,LENTIL,,-,-,,,,,,,,,112
